2022,159,0,55,47,-9.0665,-71.2103,621.92,6.5
2022,155,23,38,12,52.0696,178.3009,105,6.3
2022,155,13,17,48,-57.7326,148.6945,10,6.4
2022,155,13,7,25,-17.9665,-174.9684,237,6.3
2022,147,2,36,5,-8.2486,127.2072,49,6.2
2022,146,18,10,4,-49.8029,-114.8941,10,6.2
2022,146,15,37,58,-22.8434,172.1356,15,6.6
2022,142,15,17,31,33.2279,141.4121,12,6
2022,142,7,6,28,-26.2067,178.4435,602.01,6.3
2022,141,21,50,48,14.0187,120.6494,129,6.1
2022,139,10,13,31,-54.132,159.0545,10,6.9
2022,130,23,6,32,-23.496,-66.6519,220,6.8
2022,129,22,33,6,-3.3591,146.3506,10,6.3
2022,129,6,23,2,24.0406,122.4888,21,6.2
2022,125,8,21,15,6.5295,127.1315,18,6
2022,118,13,21,13,-3.9148,146.6901,10,6.1
2022,111,7,42,46,11.5537,-86.9604,27,6.6
2022,110,21,57,43,6.9686,126.9241,19,6
2022,109,1,23,7,7.2852,126.9533,19,6.1
2022,107,7,46,35,-15.7044,167.8457,196,6.1
2022,103,3,0,56,-4.4297,152.0242,149,6.1
2022,99,20,52,38,-16.3146,166.8601,17,6.3
2022,94,16,6,57,-17.4723,167.8625,31,6
2022,90,19,50,40,-22.6577,170.8084,20,6.4
2022,89,20,56,58,-22.666,170.3659,10,6.9
2022,82,21,57,0,-15.0687,167.4522,115,6
2022,81,17,41,38,23.3839,121.6118,24,6.7
2022,81,16,35,8,10.7447,-43.382,10,6.7
2022,79,18,10,43,-28.659,-177.3532,44,6
2022,78,21,24,22,-25.2976,-176.2998,21,6.3
2022,75,14,34,27,37.6468,141.6735,57.18,6
2022,72,21,9,22,-0.6294,98.6259,28,6.7
2022,72,21,5,49,14.096,119.3811,11,6.4
2022,66,5,34,18,-20.3752,-178.4045,581.83,6.1
2022,65,20,14,31,-58.7315,-24.9167,20,6
2022,61,12,52,7,-30.0751,-177.7264,24,6.6
2022,56,1,39,26,0.219,100.1006,4,6.1
2022,53,6,12,50,-22.6664,-66.2663,251,6
2022,52,23,24,13,-69.7739,165.3918,14,6.3
2022,47,20,21,6,-23.7682,179.9981,535,6.8
2022,47,7,12,22,14.1476,-91.3982,60,6.2
2022,44,20,29,46,11.7884,144.2842,15,6
2022,39,11,59,25,-0.417,-19.8913,10,6.2
2022,35,20,25,9,-48.033,99.4949,10,6.3
2022,34,15,58,57,-4.4661,-76.9283,110,6.5
2022,32,19,25,10,-7.483,128.3132,119,6
2022,29,2,46,39,-29.5642,-176.7217,8,6.5
2022,28,11,14,9,5.4966,-82.5844,8,6
2022,27,6,40,5,-19.0992,-176.3135,6.2,6.2
2022,25,1,24,33,-55.3696,-28.7839,11,6
2022,22,5,17,4,53.2402,-166.682,29,6.2
2022,22,2,26,13,3.6724,126.6596,21,6
2022,21,16,8,37,32.7282,132.0386,39,6.3
2022,16,12,52,8,-6.4492,154.8224,379,6.1
2022,14,9,5,41,-6.86,105.2887,33,6.6
2022,11,12,39,32,52.5791,-168.3275,19,6.6
2022,11,11,35,43,52.3415,-167.7554,20,6.8
2022,11,1,7,48,35.2267,31.9435,21,6.6
2022,10,0,6,30,-33.7823,179.574,7,6.2
2022,7,17,45,30,37.8283,101.29,13,6.6
2022,6,16,25,5,11.9367,-87.1371,17,6.1
2022,4,20,55,46,-4.8065,125.0808,544,6
2022,3,9,46,35,24.0079,122.2592,19,6.2
2022,3,2,9,44,-13.1864,166.8148,104,6
2021,360,15,42,57,-18.1104,-179.352,639.16,6.1
2021,356,23,22,58,18.8369,-107.0706,10,6
2021,354,20,10,31,40.3901667,-124.298,27.04,6.2
2021,353,16,28,22,-16.3139,178.5777,10,6.2
2021,352,20,5,45,-47.1259,33.5085,10,6
2021,350,21,14,46,-60.1754,-23.8375,15,6
2021,346,8,58,7,-60.7956,154.1393,10,6.6
2021,343,2,5,7,29.4132,129.3846,7,6
2021,338,23,47,55,4.0932,128.1359,149,6
2021,337,8,33,38,-60.4652,-27.1401,7.03,6
2021,337,4,40,5,-28.4823,-112.0255,10,6.1
2021,334,10,37,35,-3.6249,151.3524,10,6.1
2021,334,10,36,18,-3.5226,151.1847,10,6.3
2021,333,12,40,44,31.196,142.5026,11,6.3
2021,329,23,45,41,22.8232,93.5061,43,6.2
2021,329,12,4,5,-10.7451,166.5074,10,6.1
2021,322,14,8,4,-5.3122,153.7074,34,6.2
2021,319,4,23,30,-37.5124,51.2613,10,6
2021,318,12,8,38,27.7266,56.0716,10,6.4
